"game_id","seed","created_at","event_count","cards_played","responses_played","attacks_declared","transforms","units_died","triggers_queued","state_based_passes","cards_drawn","healing_done","combat_damage_to_leader","combat_damage_to_unit","effect_damage","winner_index","first_player_index","turn_number","active_player_index","leader_hp_p1","leader_hp_p2","deck_id_p1","deck_id_p2","hand_p1","hand_p2","battlefield_p1","battlefield_p2","rules_version","commit_hash"
"c10b32296e4441c1b579675736d8d5bc","727310950","2026-08-24T12:30:34.440159+00:00","476","32","4","32","9","0","50","190","33","0","0","0","0","1","1","14","1","0","21","D001","D002","2","5","0","5","v0.1.1-M3.7.1","893ad21"
"da021c3bfd034de49bc509457a98f964","649191353","2026-08-24T12:30:34.465275+00:00","497","35","6","28","9","0","61","198","34","0","0","0","0","0","1","15","1","20","19","D001","D002","2","1","0","2","v0.1.1-M3.7.1","893ad21"
"8dc37d45cdc2442f86d1f8e72cd78172","134918238","2026-08-24T12:30:34.486244+00:00","276","17","1","19","7","0","26","106","22","0","0","0","0","1","1","10","1","0","24","D001","D002","7","7","0","5","v0.1.1-M3.7.1","893ad21"
"17e0a8d9346e485ba70b635d77389cb1","1180961176","2026-08-24T12:30:34.499178+00:00","333","23","1","21","8","0","35","134","23","0","0","0","0","0","0","12","0","14","0","D001","D002","6","3","1","2","v0.1.1-M3.7.1","893ad21"
"c6f050250bd14e93871ea4a21359918b","1361582477","2026-08-24T12:30:34.516695+00:00","411","28","3","25","11","0","49","161","30","0","0","0","0","0","0","11","1","14","24","D001","D002","2","7","1","3","v0.1.1-M3.7.1","893ad21"
"bb920d3962ec49679969870fb51c7312","1692642685","2026-08-24T12:30:34.538450+00:00","348","26","1","19","9","0","46","132","29","0","0","0","0","0","0","10","1","19","23","D001","D002","3","9","3","2","v0.1.1-M3.7.1","893ad21"
"aafbabb931b14477b667ab92f54c6079","419145556","2026-08-24T12:30:34.555240+00:00","346","22","3","21","8","0","33","131","31","0","0","0","0","1","0","12","1","0","22","D001","D002","7","9","0","5","v0.1.1-M3.7.1","893ad21"
"3f3591a069824d24b73a056ebe09b5ba","2001170327","2026-08-24T12:30:34.573693+00:00","317","19","1","23","6","0","28","130","22","0","0","0","0","1","0","10","1","0","21","D001","D002","6","6","0","4","v0.1.1-M3.7.1","893ad21"
"064b1932275c475fae0538f870465152","1043480038","2026-08-24T12:30:34.592032+00:00","311","19","1","21","9","0","32","124","23","0","0","0","0","1","0","9","1","0","20","D001","D002","6","7","0","5","v0.1.1-M3.7.1","893ad21"
"c717ee52c99b436c8a33eea089df94c2","92182510","2026-08-24T12:30:34.608807+00:00","405","31","3","20","10","0","52","155","32","0","0","0","0","0","0","13","1","25","19","D001","D002","4","4","5","1","v0.1.1-M3.7.1","893ad21"
