"game_id","seed","created_at","event_count","cards_played","responses_played","attacks_declared","transforms","units_died","triggers_queued","state_based_passes","cards_drawn","healing_done","combat_damage_to_leader","combat_damage_to_unit","effect_damage","winner_index","first_player_index","turn_number","active_player_index","leader_hp_p1","leader_hp_p2","deck_id_p1","deck_id_p2","hand_p1","hand_p2","battlefield_p1","battlefield_p2","rules_version","commit_hash"
"cc3a49e5a6f341d293d9ba904fbc661b","1413920462","2026-08-25T00:12:30.388802+00:00","463","30","3","28","8","0","50","178","31","0","0","0","0","1","0","12","1","0","19","D001","D002","3","5","1","3","v0.1.1-M3.7.4","a925e4a"
"6f8f116620d947188b5bfaac49823b6a","126149689","2026-08-25T00:12:30.412018+00:00","445","28","4","26","8","0","48","164","32","0","0","0","0","1","1","13","1","0","25","D001","D002","4","6","0","2","v0.1.1-M3.7.4","a925e4a"
"a5ba6cab8d3a42839975adbf71c384df","1111401775","2026-08-25T00:12:30.431337+00:00","339","22","0","18","8","0","34","121","30","0","0","0","0","0","1","11","1","6","25","D001","D002","9","9","1","5","v0.1.1-M3.7.4","a925e4a"
"75c53869c0d34330b34e7bfe4aaf1e00","1011932625","2026-08-25T00:12:30.446264+00:00","445","34","1","25","7","0","51","164","32","0","0","0","0","0","1","13","1","14","22","D001","D002","2","5","3","3","v0.1.1-M3.7.4","a925e4a"
"e7900cc47b9244ecbdce727c411153db","1551660403","2026-08-25T00:12:30.464161+00:00","447","29","4","25","8","0","45","162","33","0","0","0","0","0","1","14","1","5","23","D001","D002","3","7","2","5","v0.1.1-M3.7.4","a925e4a"
"b3fc4573a45047f6bbd5106455f0ad7b","1709796191","2026-08-25T00:12:30.484517+00:00","416","29","5","20","7","0","46","147","32","0","0","0","0","0","0","13","1","21","19","D001","D002","2","6","2","3","v0.1.1-M3.7.4","a925e4a"
"067596ea1d9e43f1855a9ba99f54a8e3","443700364","2026-08-25T00:12:30.502285+00:00","449","31","5","26","10","0","45","170","31","0","0","0","0","0","0","12","0","21","0","D001","D002","0","5","3","2","v0.1.1-M3.7.4","a925e4a"
"9d1532a8fdc54c91b0fefab761f8cf06","1039022694","2026-08-25T00:12:30.520256+00:00","442","32","3","24","10","0","54","162","31","0","0","0","0","0","1","12","1","24","17","D001","D002","2","4","1","1","v0.1.1-M3.7.4","a925e4a"
"0f813ded10e747078e926364a8a5d91d","232227398","2026-08-25T00:12:30.537658+00:00","312","19","2","21","6","0","27","114","21","0","0","0","0","0","0","10","0","22","0","D001","D002","2","8","5","0","v0.1.1-M3.7.4","a925e4a"
"de14931585f646299a0396478be0f13e","559405440","2026-08-25T00:12:30.552083+00:00","467","32","2","26","10","0","53","171","33","0","0","0","0","0","1","14","1","1","25","D001","D002","4","5","0","5","v0.1.1-M3.7.4","a925e4a"
"13bf90a4915b438ca5a3429511f495a7","1956598149","2026-08-25T00:12:30.572911+00:00","546","35","3","32","13","0","64","204","34","0","0","0","0","0","0","15","1","20","15","D001","D002","2","4","0","1","v0.1.1-M3.7.4","a925e4a"
"584dd506222d489eaec742f1e4529c0a","1718934631","2026-08-25T00:12:30.597903+00:00","470","31","4","26","8","0","49","168","34","0","0","0","0","0","1","15","1","9","25","D001","D002","2","7","1","4","v0.1.1-M3.7.4","a925e4a"
"8089d3e197c548349414b83260633804","686492962","2026-08-25T00:12:30.618122+00:00","371","26","5","15","9","0","41","130","31","0","0","0","0","0","0","12","1","23","15","D001","D002","3","7","4","2","v0.1.1-M3.7.4","a925e4a"
"66462ac46dc4495f85b0cc2690ddc2eb","1176479941","2026-08-25T00:12:30.635280+00:00","272","20","1","11","8","0","32","88","28","0","0","0","0","0","0","9","1","19","25","D001","D002","5","12","1","5","v0.1.1-M3.7.4","a925e4a"
"70efade110c845d191a30550cddb8b3c","1786664853","2026-08-25T00:12:30.646722+00:00","459","33","4","22","10","0","52","169","33","0","0","0","0","0","1","15","0","25","0","D001","D002","4","2","4","2","v0.1.1-M3.7.4","a925e4a"
"1ace0b296a444db99e4badd026d31109","831255173","2026-08-25T00:12:30.667590+00:00","462","30","3","30","9","0","46","173","31","0","0","0","0","0","0","12","1","16","6","D001","D002","3","5","4","1","v0.1.1-M3.7.4","a925e4a"
"09deb57c604d498fa08d6327b47d0766","1810232723","2026-08-25T00:12:30.688028+00:00","458","28","5","29","9","0","47","171","31","0","0","0","0","1","0","12","1","0","22","D001","D002","2","6","0","4","v0.1.1-M3.7.4","a925e4a"
"c44231fd48c0448986de0345c627d302","1914204139","2026-08-25T00:12:30.708733+00:00","442","32","3","24","6","0","42","161","32","0","0","0","0","0","1","16","0","20","0","D001","D002","3","4","5","1","v0.1.1-M3.7.4","a925e4a"
"e2bc7449fd634599bb1ea6a5674d2099","1941099816","2026-08-25T00:12:30.727352+00:00","450","30","4","25","9","0","52","165","32","0","0","0","0","0","1","13","0","12","19","D001","D002","4","4","0","1","v0.1.1-M3.7.4","a925e4a"
"f6c71e768d62468ea415bb7034288d60","816847293","2026-08-25T00:12:30.745901+00:00","437","28","3","25","13","0","49","159","31","0","0","0","0","0","1","12","1","11","23","D001","D002","4","6","2","4","v0.1.1-M3.7.4","a925e4a"
"6692efd8e69f43f4ac76a26113bf9816","1977236395","2026-08-25T00:12:30.766724+00:00","441","29","1","25","10","0","47","160","33","0","0","0","0","0","1","14","1","1","25","D001","D002","6","7","2","5","v0.1.1-M3.7.4","a925e4a"
"79c881912aa84c32ac529a3963270fd8","1079818005","2026-08-25T00:12:30.787786+00:00","489","32","3","29","10","0","51","181","33","0","0","0","0","0","0","14","1","3","19","D001","D002","4","4","1","4","v0.1.1-M3.7.4","a925e4a"
"827e49b42a144097af8abe7f0fbfa05c","239517658","2026-08-25T00:12:30.807598+00:00","449","33","5","23","9","0","48","164","32","0","0","0","0","0","0","13","1","25","11","D001","D002","1","3","5","0","v0.1.1-M3.7.4","a925e4a"
"ee369a4e80644a7eb079ddbdab2908fa","1884124084","2026-08-25T00:12:30.826368+00:00","499","37","4","24","9","0","56","186","35","0","0","0","0","0","1","16","1","17","17","D001","D002","3","1","2","5","v0.1.1-M3.7.4","a925e4a"
"71edd329449a4eb2be6f1c840e9b5d95","258904807","2026-08-25T00:12:30.847830+00:00","379","29","2","19","6","0","44","131","31","0","0","0","0","0","0","12","1","24","17","D001","D002","2","8","4","0","v0.1.1-M3.7.4","a925e4a"
"0f4b192f015541e6b8cd2aee75eedb56","689757855","2026-08-25T00:12:30.864505+00:00","491","27","5","33","11","0","48","195","30","0","0","0","0","0","1","11","1","2","22","D001","D002","2","6","1","4","v0.1.1-M3.7.4","a925e4a"
"96f5d01a8a8b40e882f47175c21bb38f","600227549","2026-08-25T00:12:30.886323+00:00","299","20","1","16","7","0","33","112","23","0","0","0","0","0","0","9","0","24","0","D001","D002","5","7","5","1","v0.1.1-M3.7.4","a925e4a"
"c6f6ffdea60c4b99874f8616e2547d60","1658803429","2026-08-25T00:12:30.900807+00:00","409","24","3","28","8","0","40","156","26","0","0","0","0","0","0","11","0","25","0","D001","D002","2","7","3","1","v0.1.1-M3.7.4","a925e4a"
"c57a1ab9ef8c409b921022b13b1c2fc0","803726201","2026-08-25T00:12:30.918514+00:00","351","21","2","19","10","0","40","126","29","0","0","0","0","0","1","10","1","20","21","D001","D002","4","12","2","2","v0.1.1-M3.7.4","a925e4a"
"0c431b0f7cd749258a55e562a9cf9518","913231032","2026-08-25T00:12:30.935103+00:00","446","34","5","21","9","0","48","158","33","0","0","0","0","0","0","14","1","15","16","D001","D002","1","3","4","5","v0.1.1-M3.7.4","a925e4a"
"11f325a5d97148e69502182406aedda8","163686832","2026-08-25T00:12:30.954975+00:00","289","20","1","17","6","0","29","108","20","0","0","0","0","0","1","10","0","23","0","D001","D002","3","6","5","0","v0.1.1-M3.7.4","a925e4a"
"8b5e343895cd4cc69d3188fae0896e28","1698170201","2026-08-25T00:12:30.968080+00:00","482","31","5","26","9","0","50","183","33","0","0","0","0","0","0","14","1","9","18","D001","D002","2","5","0","5","v0.1.1-M3.7.4","a925e4a"
"a545bc5407c1450d9823f8f7acd5cb39","1201996895","2026-08-25T00:12:30.990039+00:00","414","28","4","20","10","0","45","144","33","0","0","0","0","0","1","14","1","17","16","D001","D002","5","6","1","2","v0.1.1-M3.7.4","a925e4a"
"5d39979e13ea4cccafb87cf1a5428fc7","1692649796","2026-08-25T00:12:31.009378+00:00","347","25","0","17","8","0","39","123","30","0","0","0","0","0","0","11","1","22","21","D001","D002","4","11","1","2","v0.1.1-M3.7.4","a925e4a"
"28e0b9a66b9b4e9e8468293429678f4e","1958563676","2026-08-25T00:12:31.026303+00:00","569","36","4","35","12","0","58","218","35","0","0","0","0","0","1","16","1","16","15","D001","D002","1","4","2","4","v0.1.1-M3.7.4","a925e4a"
"f6ebf528045a491ca80180e374ef1840","1731562959","2026-08-25T00:12:31.054306+00:00","449","26","5","23","12","0","44","162","34","0","0","0","0","0","1","15","1","24","3","D001","D002","6","7","5","1","v0.1.1-M3.7.4","a925e4a"
"5c3f930ed99f488e8b0c90581e49085b","1550205854","2026-08-25T00:12:31.075288+00:00","339","26","3","14","6","0","30","115","32","0","0","0","0","0","0","13","1","24","8","D001","D002","5","8","5","3","v0.1.1-M3.7.4","a925e4a"
"bc6f678a76104c9f9acf4b12acd90929","830769059","2026-08-25T00:12:31.093575+00:00","432","27","2","27","10","0","47","167","28","0","0","0","0","0","0","11","0","23","0","D001","D002","3","6","5","0","v0.1.1-M3.7.4","a925e4a"
"66bf5695170a49e5b89de70b1e633479","286245106","2026-08-25T00:12:31.111902+00:00","398","26","3","22","9","0","41","152","27","0","0","0","0","0","0","12","0","21","0","D001","D002","4","4","4","2","v0.1.1-M3.7.4","a925e4a"
"7e834bc9033a4671b259c6c574951148","596236792","2026-08-25T00:12:31.129944+00:00","435","32","3","23","9","0","51","161","31","0","0","0","0","0","0","12","1","10","25","D001","D002","2","4","1","5","v0.1.1-M3.7.4","a925e4a"
"71309c8c4c28405887006b51cb3b835b","631719920","2026-08-25T00:12:31.147900+00:00","411","29","3","22","8","0","41","152","31","0","0","0","0","0","0","12","1","7","25","D001","D002","5","4","0","5","v0.1.1-M3.7.4","a925e4a"
