"game_id","seed","created_at","event_count","cards_played","responses_played","attacks_declared","transforms","units_died","triggers_queued","state_based_passes","cards_drawn","healing_done","combat_damage_to_leader","combat_damage_to_unit","effect_damage","winner_index","first_player_index","turn_number","active_player_index","leader_hp_p1","leader_hp_p2","deck_id_p1","deck_id_p2","hand_p1","hand_p2","battlefield_p1","battlefield_p2","rules_version","commit_hash"
"cf2b9a50fb4d4ba8a42ab87dfd8b3e00","876974784","2026-08-25T05:15:05.026878+00:00","447","27","4","27","7","0","41","171","32","0","0","0","0","1","1","13","1","0","21","D001","D002","3","8","1","5","v0.1.1-M3.7.5","cdec975"
"37a394004c1d4e1799bc3491f049939e","1194279320","2026-08-25T05:15:05.054950+00:00","401","26","2","23","10","0","44","147","30","0","0","0","0","0","0","11","1","3","22","D001","D002","4","8","1","5","v0.1.1-M3.7.5","cdec975"
"2e4bd30409f44eadb083164788c30778","1419006946","2026-08-25T05:15:05.073706+00:00","431","33","4","19","10","0","51","152","33","0","0","0","0","0","0","14","1","20","24","D001","D002","3","3","1","4","v0.1.1-M3.7.5","cdec975"
"36e628dd045b4bdd9563b3857f212de1","864281210","2026-08-25T05:15:05.091844+00:00","351","26","4","16","7","0","39","123","30","0","0","0","0","0","1","11","1","22","22","D001","D002","5","5","1","3","v0.1.1-M3.7.5","cdec975"
"2be09f7777f2434eb73221891160e1de","523030691","2026-08-25T05:15:05.107118+00:00","467","30","2","28","9","0","48","176","31","0","0","0","0","0","1","15","0","25","0","D001","D002","5","4","5","0","v0.1.1-M3.7.5","cdec975"
"1421ab6aa06c48cebb9b69e5436c36dd","948815891","2026-08-25T05:15:05.126895+00:00","463","30","5","26","11","0","51","176","31","0","0","0","0","0","1","12","1","2","19","D001","D002","2","4","2","4","v0.1.1-M3.7.5","cdec975"
"47d6a21a0dd2411f8125fa7f0b5cfe2c","1123926295","2026-08-25T05:15:05.146349+00:00","488","25","1","36","13","0","52","189","30","0","0","0","0","0","1","11","1","10","9","D001","D002","3","11","4","1","v0.1.1-M3.7.5","cdec975"
"219b01ac2d614c79ab6a57b2084615b8","741507255","2026-08-25T05:15:05.168722+00:00","402","29","3","17","10","0","48","146","32","0","0","0","0","0","1","13","1","20","22","D001","D002","3","7","2","4","v0.1.1-M3.7.5","cdec975"
"0e9879cca27e4fc4815d82d779de0248","1915974265","2026-08-25T05:15:05.188133+00:00","330","25","1","15","4","0","35","110","31","0","0","0","0","0","0","12","1","21","18","D001","D002","6","9","1","2","v0.1.1-M3.7.5","cdec975"
"7797a548b8a44211aa3493b53d06fbea","2011208920","2026-08-25T05:15:05.202525+00:00","425","25","2","28","12","0","43","163","29","0","0","0","0","1","0","10","1","0","25","D001","D002","3","9","0","5","v0.1.1-M3.7.5","cdec975"
